participant_id,task_num,word_count,time_spent,response,openai_score,qwen_score,xai_score
160,3,140,228,"I know, you hear the phrase ""bakery"" and think, ""There's another $10,000 down the drain"". Bakeries, like restaurants, seem to come and go so quickly; everything from the home baker selling their goods on Facebook to the artisan bakery selling $12 loaves of bread. So what makes mine unique? Simplicity, quality, and low costs. An artisan bakery doesn't need to sell $12 loaves of bread; a well made loaf can be made for a quarter of that, and sold for half while still turning a profit. For too long people have needed to buy cheap, poor quality mass produced baked goods at supermarkets, or go to premium, high end local bakeries, but I aim to meet them in the middle, without compromising on quality. This will redefine what the neighbourhood bakery is by offering affordability and quality in every item.",20,28,25
160,5,241,307,"It wouldn't be fair for me to say that COVID was difficult on me; I was one of the lucky ones, who was on a wage subsidy and who didn't get sick (nor did any of my immediate family). However, it did provide a significant challenge, as I had started at my previous job just one week before it hit. At first it had felt like a dream; I had finally been hired and given a start date for my dream job, one that I'd specifically focused on throughout university. When that time finally came though, and my training began, the world felt completely different. Gone were the in-person training sessions, or chances to meet co-workers and get to know them on a more personal level, and that was replaced with virtual meetings and email greetings. Starting work on projects was an immediate challenge without that in-person introduction as I felt like I wasn't part of the group, and other people didn't know me enough to tell me when things should be done differently. I knew that needed to change before I could fully contribute to the company, and so I focused on getting to know each person on my team, through one on one video calls for each and every one. That, combined with a focus on communication where I'd be consistently proactively helping, led me to become an accepted member of the team despite the difficult and unique circumstances.",30,25,30
162,1,156,349,"Fireworks, family, and unforgettable memories! This 4th of July, we turned our backyard into the ultimate celebration zone! It started with my husband and kids, getting on their sunblock and making a big splash in the pool. Next, extended family and friends decided to come over and that is when the fun really started! We barbequed a bunch of meats and had a ton of yummy food, great music, and even better drinks. To end the night, we all went to the community park where they let off the annual fireworks. We not only watched them light off there fireworks, but we also had our own! So much fun with lots of colors and sounds. The kids had a blast with their glow sticks and necklaces, and the adults had a great time with the bigger fireworks that we set off. This can easily go down as one of our best nights as a family yet!",20,25,25
162,2,56,359,"My culinary adventures have officially been taken to the next level! Enter the zap-tastic marvel that is called the NutraWave. Starting with the space-age design, and moving to the standout features, this is an appliance extraordinare! The look of this thwill really revolutionize your kitchen. Being the culinary wizard that it is with its cooking capabilities,",28,15,15
162,3,77,318,"Imagine a world where sustainable living is seamlessly integrated into our busy lives without sacrificing style or convenience. Introducing ""EcoEase,"" a curated subscription box service delivering eco-friendly lifestyle products tailored to individual needs. With your investment of $10,000, well build a platform that not only helps consumers make conscious choices but also supports small, sustainable brands, turning everyday living into a powerful force for environmental change. Join us in redefining the future, one box at a time.",28,25,38
162,5,58,278,"A significant challenge I faced was my fear of driving. I overcame this fear by gradually confronting my fears, taking small steps to build my confidence, such as practicing in parking lots, and driving at night when the roads were less busy, before eventually feeling comfortable behind the wheel during the day on the busy roads and highways.",18,15,20
163,1,94,357,"A few month ago, i went to the beach with friends. The sun was shinning, and the waves were huge! We decided to try surfacing, even though none of us were experts. I fell so many times, but it was hilarious. At one point, abig wave knocked me off my board, and i came up laughing with seaweed in my hair.   Later, we built a gaint sandcastle and even found a tiny crab hiding inside. As sun set, we sat around a bonefire, roasting marshmallows and sharing stories. It was simple, silly, and perfect.",24,15,25
163,2,102,359,"I recently tried Burger Haven, the new burger joint downtown. The vibe was cool-bright lights, fun music, and friendly staff. I ordered their Chessy Beast burger, and wow, it was huge! The patty was juicy, the chesse was melted perfectly, and the crispy bacon added a nice crunch. the fries were golden aand salty, just how i like them.   But here is the downside: the wait was long and the price was a bit high for a burger meal. Still, the flavours made up for it. If you are craving a tasty, messy burger and don't mind waiting, give it a try",20,15,20
163,3,107,348,"Imagine a fast-food spoy where every meal is fresh, affordable, and actually good for you. That's Green Bites my dream business! We'd serve tasty wraps, bowls and smothies packed with local, organic ingridents. No junk, just quick fuel that makes people feel great.   With $10, 000, I'd rent a small space, buy kitchen equipment, and launch a social media bzz. People want healthier options, especially students and busy workers. This isn't jist foosd"", it's a lifestyle change.   Invest in Green Bites, and you're not just backing a business you are supporting healthier communities and a greener planet. Let's make fast food bette4, one bite at a time!",20,25,28
163,5,105,348,"Last year my team was given a big project with a very tight deadline. At first, it felt overwhelmimg there was so much to do in so little time! Instead of panicking, i broke the work into smaller tasks and made a clearschedule. I also talked to my teammates to divide responsibilities based on everyone's strenghts,   There were late nights and a few stressful moments, but we kept encouraging each other. In the end, we not only met the deadline but also delivered great results. this experience taught me the power of teamwork, planning, and staying calm under pressure skills i'd bring to this job",15,15,15
164,1,106,291,"I started gardening lately to help my mental health. I've enjoyed seeing the growth and progress. I have plastic pink flamingos in the wildflower bed. My wildflower vines have decided to use my flamingos as a vibrant jungle gym! I am thrilled to add more to the garden and see what course nature decides to take. Apparently I'll need to add more trellises and things for the vines to continue climbing upwards. I am once again off to Home Depot to pick those up, even more bags of soil, and I'm thinking of adopting a garden gnome or two to tend to things while I'm away.",34,28,38
164,2,105,199,"I recently went to Sojo Spa in New Jersey. The view from the infinity pool was amazing. You can see the New York City skyline across the Hudson River. The food was mediocre at best, but the staff seemed to all be working very hard. The staff were helpful and pleasant, even though the spa was busy. I did not try any of the add on services, so I can't offer my opinion on those. The jetted tubs were perfect on my tightly-wound muscles. The valet parking was easy and reasonably priced. The valet attendants were polite and quick. I would highly recommend stopping by.",15,15,15
165,1,132,226,"It's been a bit over a month since taking Peter to the ER after they stumbled, fell way too far, and got a concussion along with breaking their arm bone. It was a shocking experience at the time, but action needed to be taken and I was the only one around who would feasibly drive him to the hospital. An ambulance would have been an extra liability - who knows how long they would have taken. While waiting him in the lobby, the nurses gave me a slew of updates that led me to gradual optimism, and that he would end up alright despite moderate injuries. Seeing him wake up after the medication and concussion was a relief, to say the least, and to this day he is getting better and better.",20,25,20
165,2,121,224,"I have recently upgraded to a Samsung Galaxy S25+ smartphone, and am thrilled with the purchase. The screen is absolutely vibrant and shockingly responsive compared to my old phone, the Samsung Galaxy S20+. The camera is better in all aspects, but the best upgrade was the battery capacity. While my previous phone was only able to last roughly a day of moderate use, this phone can last multiple with apt optimization options and application. I have yet to experience the upgrade in terms of raw processing power, but it has been a joy to use so far. The price is also extremely reasonable when compared to similar Apple phones, which generally leverage their branding to jack up prices to insane levels.",18,15,15
165,3,125,277,"It has always been my dream to own and help operate a small but humble Sushi bar - I lack the proper qualifications to act as the chef themselves but am more than eager to set such a place up, including logistics and hiring, among other tasks. I would field from experienced and trained Sushi chefs with lessons from Japan specifically, or those who have experience in similar fields. I would look for a small yet geographically ideal location to rent, and lean on my network for those who might be interested in working as a kitchen cook or waiter/waitress. I would aim for an elegant, sleek, and modern look in terms of the layout, yet still encapsulate the essence of traditional Japanese Sushi bars.",20,25,25
165,5,115,327,"After a serious eye injury during my university years and the subsequent surgery that caused my life to halt for years, I was deeply exposed to important aspects of the psyche such as indomitable patience and perseverance. I overcame the physical and mental challenged and emerged a stronger person, with more appreciation for things I once took granted. Lessons of adaptability and problem-solving also came naturally as a result, and I am a better person for it. The persistent and constant turmoil, both mental and physical, became a norm and led me to becoming far more hardened than before the incident. Any strife in the way seems pale in comparison, especially in a work environment.",24,25,25
166,1,104,323,"I had an amazing night in Trafalgar Square in London last night. It was the anniversary of the full scale invasion of Ukraine and it is always important for me to be with Ukrainians on that day. There was live music from the famouse Ukrainian band Antyly, it was so powerful to feel their music up close in a massive crowd of Ukrainians. There were also moving speeches from veteran defenders and the Iron General himself was there in a supprise apperiance, you could feel the emotion in the crowd. I will always stand with Ukraine, I will always advocate for Ukraine. #russiaisaterroiststate #bulkanisrussia",28,25,35
166,2,155,333,"I recently used the ""PawFit"" tracker for my spaniel and while it did everything i needed when it was working it did not hold up the the daily use that my spaniel put it through. I had it get ripped off 3 or 4 times when she was running through bushes thank goodness it still had a signal and I could find it in the bushes and eventually the case and battery failed where the battery started to overheat and expand inside of the unit. The company was not interested in helping and suggested that it was ""user error"" for allowing it to get dirty.........HELLO?! its on a dog who runs through bushes like you suggest in your advertising. I have since move to a new tracker company and will see how it goes. I give the paw fit a 3 out of 10. Avoid it if you have an active dog who enjoys nature.",20,25,20
166,3,139,360,"Good Morning!

Today I am looking to gain support in an extreamly important inititive I am starting.

You would be on the right side of history by taking part in assisting the Ukrainian army with their FPV done production and deployment. FPV drones are the news eyes, ears, and ""swords"" of the battle field and are quickly overtaking many older systems that have been in use for decades, in just a few months they have become the most effect method to push back the genocidal invasion of the russian federation. Each low cost FPV drone means that a Ukrainian soldier does not have to get into direct combat with the russians which in turn saves lives. They are fast to deploy and cheap to produce the main thing is they need them delivered quickly and dynamicly. Please help us.",20,10,35
166,5,106,315,"During my time at Lowes distribution I noticed that the receiving dock was running slow on the trailers it was intaking and in turn I would get increased requests to move them faster. To do this I helped develop a new barcode sorting system for the trailers themselves so they could be quickly scanned in and out cutting down the processing time by 20% this increased the productivity of the department and in turn caused me to gain favour with the department manager, who helped move me up though the different job levels at the company until I was also able to get a managers role.",20,15,30
168,5,31,360,"in my final year in the University, I lead a team that lost 2 of there members just weeks before our presentation. The work load  doubled and morale dropped .I quickly",20,15,20
169,1,92,309,"Climbing a mountain is not only interesting but an experience that I would wish to share, last few months, I visited one of the tallest mountain in Japan, my friends and I, made this journey a very realistic one, we took seven days walking towards the pick of the mountain, we saw several animals on our way, very enjoyable and friendly animals, I felt like I should stay there just watching how friendly the animals were, since that day, I have a very strong feeling that I should be there every day",18,25,20
169,2,88,360,"I bought  a soap in the past two weeks, this product was very new in the market, I tried using it with my family, it had a good scent, it was very eco-friendly towards me, I am very allergic to most of the perfumes but this product that I bought is one of the best ever that I could recommend people to use. Most of the people that I had heard using this product have told me that there skin has changed and became very smooth with contin",15,15,15
169,3,70,315,"I do hereby encourage each an every one to come and save at home, a very safe place to place your money an see your interest growth rate rise within some months. It is one of the global business that people save and trust there money with me, come one , come two, your testimonies within months is a reality, a true friend and a companion towards achieving your dream",15,12,12
169,5,95,311,"I was in a n interview last year, seeking a job position, one of the very well  paid  company, One of the most difficult question that I was asked, a very simple question, was, If I was given an opportunity to interview myself on this very day, what could I do, avoid and make this experience useful, I told them that I will be friendly to anybody and create several positions for those who qualify and not given an opportunity to serve, they laughed at me and told me you have been awarded the job.",20,15,12
170,1,95,359,"last weekend, I started on unforgetable sunset together with my friend something that felt like we had stepped into a dream. As we climed the trail, we could witness the sky transform into a breathtaking canvas, that was painted by hues of pink, orange and gold colors. The whole horizon was fantastic where we could see the sun dipped gracefully, casting a warm glow over everrthing. I can say this was our first experience and we could not leave anything to chance. The crisp of air filled our lungs, and we felt a profound con",24,25,30
170,2,84,360,"During my last holiday, I decided to try an indian restaurant to feel the tasty and experience the food preferences. I was quite happy with my initiative and expected the best experience. I can confirm that it was a delightful experience- the ambiance felt like a cozy Tuscan villa. The place was filled with aroma of fresh herbls and sweet smells. When I got in, I ordered the homemade ravioli which was perfectly delicious and bursted with ricotta and creamy. The level of cus",15,15,15
170,3,114,360,"I have always dreamed of starting a community kitchen that will help the local community to turns their farm produce into delicious food. This is an important goal in ensuring there is reduced wastage produce in the local community. It will also play an important role in ensuring people come together and form strong relationships. I plan to partner with farmers to use surplus crops that will provide healthy options for everyone. I know with $10, 100, it is possible to launch the site. We will be able to host many community classes and start a mobile meal services. This is not only about food, it is about connecting people and supporting local agric",28,25,25
170,5,110,322,"Welll, in my previous role, I was tasked with leading a project that a had a very tight deadline and limited resources. Right from the word go, I knew this task was challenging and required significant effort and tactics to do it. in other words, at the begin it seemed impossible, but I overcame this by prioritizing taks and fostering strong ommunication with the team. what i did was organizing daily check ins to ensure that every team member stayed aligned and motivated. Also, I encouraged creative problem solvings skills and leveraging the strength of each member. At the end, we not only met the deadline, but also exceededour goals.",15,15,15
171,1,127,76,"The Night I Accidentally Started Doing Street Acts

A group of strangers were staring at me as I stood on a cobblestone street in Barcelona last month, holding a borrowed guitar. This is how it took place:

An old musician named Javier asked me if I played while I was just perusing a flea market. ""Play something happy!"" he yelled as he pushed his guitar at me and disappeared into the crowd before I could say ""only three chords.""

So there I was, destroying Wonderwall as a bunch of German tourists applauded (thank God). My coffee cup was empty when a young girl dropped a euro in it. Twenty minutes later, Javier returned with a smile and said, ""See? You get what you need from the city.",44,38,42
171,2,141,93,"""Midnight Dumpling"": The Wall Hole That Captured My Heart

Midnight Dumpling appears to be the sort of establishment you would pass by, sandwiched between a pawn shop and a laundromat, until you smell the scent of garlic-chive oil drifting onto the sidewalk at one in the morning. The only dish served at this cash-only restaurant with four tables is crescent-shaped pork dumplings that are perfectly fried. The crunch of the lace-like skirt, the juicy burst of ginger-spiked filling, and the inevitable burning of your tongue due to impatience are all symphonies of textures in every bite.

The enchantment? You are not given a menu. Grandma Li (yes, she is there, scowling and covered in flour) serves you whatever she has prepared for the evening, perhaps accompanied by a side of pickled radish or an unidentified broth that has a nostalgic flavor.",46,42,45
171,3,92,359,"""Story Seeds: A Children's Bookstore That Develops Alongside You""

I'm making a pitch for Story Seeds, an interactive children's bookshop that will develop with young readers. Imagine a bright area with reading nooks fashioned like enormous acorns, where each book you buy is accompanied by a packet of actual seeds (plant sunflowers with The Tiny Seed, or beans after reading Jack and the Beanstalk). What's our twist? Children use a ""Book Growth Chart"" to monitor their reading progress by watering a garden on the wall; each book they finish adds a pap",44,38,42
171,5,136,142,"""The Coffee Shop Rebellion"" was the response given during the job interview.

I had to deal with mutiny at my first café job. My ""pointless"" suggestions, such as alphabetizing the syrup station or preparing cold brew ahead of the morning rush, were met with disdain from the senior baristas, all of whom were twice my age. When I discovered a sticky note that read, ""Newbie, stick to sweeping,"" tensions reached their peak.

I served as a leader rather than whined. I silently put my systems into place during slow shifts, learned how each person took their coffee breaks, and got there early to stock their favorite oat milk. They noticed in a matter of weeks—less confusion, more advice. It was a turning point when our toughest veteran, Maria, finally said, ""Kid’s not wrong about the syrup.""",45,38,42
172,1,121,209,"One day recently that comes to mind was I was standing painting an oil portrait for way too long, my back was aching, feet sore, caffeinated enough to see sounds almost. My brush hand was on autopilot while my brain was floating somewhere in a soft warm tide (since I was using marijuana) and I didn't want to stop. I wasn't around anyone, just me, my thoughts, my boyfriend on video too. Meanwhile the people that I live with sometimes ignore me. But somehow in all that noise and silence. I felt okay, like I was in this bubble I built with paint and stubbornness in a way. I think it's a fond memory me and my partner will always have.",38,38,38
172,2,129,216,"I'll choose to review Dunkin Donuts since I went there recently. My review would be: Dunkin is the chaotic friend that you keep inviting over because sometimes they absolutely deliver. I got their iced chocolate truffle hazelnut coffee and a turkey sausage breakfast sandwich last week, and it was amazing. The coffee was refreshing, very much like chocolate truffles with hazelnut as I asked. And the sandwich was very tasty, and I definitely would love getting it again. Sometimes Dunkin isn't too good but other times like this was especially great and memorable. I think it's worth going for sure some more. Their donuts especially are worth it along with the coffee, whether it's iced, or regular, I love it a lot, and trying new flavors all the time.",28,15,25
172,3,164,258,"I'd start off by saying: ""Hi I'm Valerie, an artist, but also a storyteller for people who don't always feel seen. My dream is to launch Ink and Souls Studio, a digital and traditional art brand that creates emotionally powerful, personalized pieces for commissioned art, prints, wearable designs, and even custom tattoo line art, that helps people connect to parts of themselves they often hide. My work blends anime, realism and my love for animals. Also I think I try to put my struggles into my art too to express myself more, with having struggles such as my ADHD, PTSD, anxiety etc. With the money, I'd be able to launch an online store and gallery space, including international shipping. Upgrade my equipment and materials so I can take on higher quality commissions and limited print runs. And I don't want to just sell art, I want to build a space where people feel reflected, where weird, too emotional or too much is exactly alright.",32,38,38
172,5,152,216,"A major challenge I've faced has been managing my heath while maintaining consistency and productivity. I have ADHD and PCOS, and both can affect things like my energy, focus, sleep and mood. There were times when I really struggled, when executive dysfunction makes me really struggle and makes small things feel overwhelming, or when my sleep gets disrupted to where I could hardly stand it anymore. But I don't ever give up on trying to better myself. I advocate for myself in medical and mental health care, found my therapist, and psychiatrist as well. I think small things like changing even how I organized my day or when I took walks, made a difference. Through all of it, I learned to be adaptable, persistent and resourceful. I'm proud of how I've kept showing up for myself, even when it is hard. I always try to look for the bright side of things.",20,25,25
173,1,105,179,"Cyprus. What an amazing holiday with memories that i will cherish forever. As my first holiday with all of my family it was great having them be so close to me for a whole week. the weather was amazing where i caught a nice tan, the food especially their mcdonalds is way better than in the uk, which they know how to season their food correctly. God, the amount of chicken nuggets and alcohol i consumed within that 1 week i honestly wouldnt be supprised if guinness book of world records comes knocking on my door one day telling me i now hold the record",24,25,20
173,2,111,176,"The institute, a great series so far that i have loved every minute and always kept on my toes full of suspense and curiosity with what will happen next. the show knows how to keep you hooked and has twists and turns so just when you think you have every thing figured out, BOOM! a new twist has unraveled completely chucking all of your current thoughts out the window. the only negative i would say is the fact that a new episode comes out every sunday and currently only 4 episodes have been released and all i want to do is continue watching but apart from that 10/10 watch so far",20,15,20
173,3,110,360,"First Person shooters, we all know them, most of us love them and all of us would hate for them to become a reality. I am proposing my idea of a new FPS game that i have created called ""on sight"". which is a tactical FPS that is mainly built around acting with your team. the game has many different game modes which all have different objectives, helping to keep the game feel fresh for current players along with allowing new users to have a lot of experiences to explore. the game receives weekly updates where we clearly mention what content is in each update. on sight's main game mod",20,25,15
173,5,140,199,"When i was born the doctors told my parents that i would never be able to walk and diagnosed me with serebral palsy, which later on they changed it to hyper-mobility. I had to stay in the hospital for 6 months before finally being released which then once i was about 1 or so i started going to physio classes to learn to walk and become more mobile. it was tough but also had its perks such as having a massive trampoline to myself in which by the time i was 3 i was then able to walk with assitstance which was a belt to help me balance and special shoe insoles to help out my flat feet, forward a year later i was then able to walk with no assistance and still to this day continue to do so",20,25,35
174,1,82,318,"my story today was when i was in a holiday with my husband, it was a very nice moment for us, the place was soo beautiful  and i will recommend any attending couple to go on a holiday in Paris,t he ambiance of the city, their great and historical images, the beauty of the city and their beautiful food made me the holiday so memorable for us and we will like to visit Paris again a future.this is my experience i Paris",15,15,15
174,2,29,359,i recently dined at resturant named MCdonald and i was an expericence it was a good experince and i love everything about it and it was a good e,12,10,10
174,3,66,355,"imagine s community pharmacy that goes beyond simply dispensing medication on the peoples personal health care and trust.my fream pharmacy is build on passion for improving lives through affordable drugs,with your $10000 investment to my pharmacy,i believe in a year to come, you will have your profit and i promise you are not gonna regret investing because it will return profits and togagher we enjoy it",15,15,15
174,5,60,353,"during my major job interview, i faced a challenge when key yeam members in my organization left unexpextedly, i quickly adapted by redistributing tasks and with a low team, at the end of the interview,i was given the job because i was able to convince the interviewers to come back and we had a good interview and it was succefull",15,15,12
175,1,112,46,"**Social Media Post – Creative Memory:**

A few months ago, I chased sunrise on a fog-soaked mountain trail, armed with nothing but a thermos of coffee, a Bluetooth speaker, and the hope of catching a clear view. What I got instead was better.

At the summit, clouds curled like ancient scrolls at my feet. I turned on the speaker—Bill Withers' *""Lovely Day""* filled the air—and as if on cue, the sun punched through the mist. For five minutes, the world glowed like a golden dream. I stood there, not snapping pics, just *being*.

Funny how silence, fog, and a 70s soul track can remind you who you are.

\#ChasingSunlight #FoggyMornings #MemoryThatSticks #NatureTherapy",46,42,42
175,2,116,37,"Creative Review – Film: The Creator (2023)Imagine Blade Runner met The Iron Giant on a rainy Tokyo rooftop—and they decided to raise a robot child together. That’s the emotional frequency of The Creator, a film I watched recently that still echoes in my head.Visually, it’s stunning—each frame feels like it was painted with digital light. The plot dances between war and wonder, humanity and AI, and asks the hard questions without spoon-feeding answers. It’s not perfect—some dialogue clunks and a few side characters deserved more depth—but the heart? It’s real. And raw.If you like sci-fi that makes you think and feel, give it a shot. Just bring tissues—and maybe silence your inner cynic.#TheCreator #SciFiCinema #RobotFeels #MovieReview",46,32,42
175,3,150,95,"Dream Business Pitch – ""EchoLens: The AI-Powered Story Studio"" Imagine a world where everyone—regardless of background, language, or writing skill—can turn their lived experiences into moving, marketable stories. That’s the world I’m building with EchoLens, an AI-powered storytelling platform that transforms memories into manuscripts. Here’s the pitch: EchoLens takes user-inputted memories, voice notes, or even fragmented thoughts and—with ethical AI and human editing—develops them into compelling short stories, screenplays, or memoirs. It’s not just another writing app; it’s a personal story studio. Every user gets a co-writer in their pocket, plus tools for formatting, sharing, and even self-publishing. For $10,000, I’ll build a beta version to validate market demand, focus on underserved communities with rich oral traditions, and partner with educators to turn storytelling into economic empowerment. People want their stories told—EchoLens makes that possible. Want to invest in voices that the world needs to hear? Let’s make this real.",44,38,45
175,5,139,36,"Job Interview Response – Overcoming a Challenge:One of the most significant challenges I faced was leading a cross-functional team through a high-stakes project with an immovable deadline—and half the team was in different time zones. Communication breakdowns started early, and morale took a hit. We were building something innovative, but the pace and pressure were breaking people.So I stepped back and restructured our workflow. I implemented a “follow-the-sun” model: tasks were handed off globally like a baton, ensuring 24-hour progress. I held short, focused standups, adjusted time slots to respect work-life balance, and created a shared visual dashboard so no one felt lost.By the deadline, not only did we deliver—early, in fact—but the team stayed intact, motivated, and proud. That experience taught me the real magic isn’t just in execution—it’s in designing systems that help people thrive under pressure.",28,35,38
176,2,19,158,"The Galaxy S10e is nice and compact! It's decently fast, I love the fast side mounted fingerprint reader too.",15,15,15
177,1,174,359,"Last week, my dad told me that I am not just his daughter, but his friend. To those with loving, doting fathers who never shy away from verbalizing their verbalizing their feelings, this statement might seem insignificant. But to me, it meant the whole world. My father is a typical African man. Raised in a culture where men have no choice but to be macho and unemotional under the guise of being manly, he never truly verbalized that he liked my company. I mean, I knew he loved me and was proud of me. But, friends? It's so common in African, particularly west-African families that children are never to be viewed as friends but subordinates. My mom has exemplified this concept. That being said, hearing him say, in a way in which I have never heard before, that I am not just his daughter who he has no choice but to raise, love, and care for but his friend that he admires and chooses to spend time with means more than words can express.",40,42,42
177,2,129,269,"Recently, I visited this sushi restaurant. It was nothing short of amazing! My two friends and I opted for their inexpensive all-you-can-eat menu. The menu was not even close to being limited. Options ranged from cooked rolls, raw rolls, ramen, and tempura, all the way to ice cream and boba. Everything was so tasty. My friends and I got so full but we wanted to keep eating. That's how good the food was. Not to mention, the amazing customer service. Our waitress checked on us so much and made interesting conversation with us. Moreover, the ambiance and decor in the restaurant was really nice. Overall, it was such a pleasure-filled experience and I 100% reccomend everyone in the area who likes sushi go and try it. 5 stars! 10/10.",15,12,15
177,3,174,360,"I have a major sweet tooth. Chances are, you do too. If not you, then maybe someone close to you. I mean think about it -- cakes, cookies, candy, brownies. All of those sweet treats sound so yummy and if they weren't so ridiculously unhealthy, I firmly believe everyone would eat them. America is known to be a leader in obesity and many more chronic deadly diseases. This could be attributed to much of the population eating things bad for their health regularly. This unhealthy epidemic has prompted people to truly change their lives around. But, what if you could have your cake and eat it too (literally!)? What if being on your health journey doesn't mean giving up the sweet treats that make you drool just thinking of them. It is my dream to open a shop in which different vendors can sell their healthy yet still sweet products. An array of options will be provided. The treats will have to pass a health standard. I implore you to invest in the future",28,28,28
177,5,165,360,"Imagine you have 1 ball and you're just throwing it up and down. Easy enough right? Then, someone tosses another ball at you. You toss both of them up and down, your confidence unscathed. All of sudden, somebody else shoves a third ball into your hands. Now you're starting to sweat. You're not just chilling and tossing balls in the air with both hands. You're juggling. The balls outweight the number of hands you have. This feeling was exactly what I felt when I transitioned from high school to college. Except, throw in a couple more balls. I went from everything I'd ever known to new classes, new extracurricular activities, and new people. All of this overwhelmed me greatly and I felt like I couldn't handle it. It took me reaching my breaking point to learn to ask for help. I also learned key ways to stay organized - like using planners, calendars, and strict daily schedules. I now love organization and am rarely overwhlemed.",40,28,38
178,1,129,303,"Im still reeling from an incredible experience volunteering in India, where our team provided first aid and health relief to those in dire need. Witnessing the resilience and hope in the faces of the people we served was a humbling reminder of the power of compassion.As we offered free medical screenings, I saw firsthand the impact of healthcar disparites on vulnerable communities. But what struck me most was the gratitude and warmth of the people we helped. Their smiles and thank-yous were a poignant reminder that even small acts of kindness can have a profound impact.This experience reignited my passion for making a difference and left an indelible mark on my heart. Im grateful for the opportunity to have served and look forward to continuing this journey of compassion.",24,25,35
178,2,111,283,"Mount Bromo's breathtaking landscapes were the highlight of my recent trip to Indonesia, but my experience with Seek-Pastures was mixed. While the natural beauty was unmatched, our guide seemed inexperienced and unreliable, especially crucial during a sudden weather change when immediate help was needed. The adventure was epic and the conditions rugged, adding to the thrill, but the lack of guide preparedness was concerning. If you're considering Seek-Pastures, be prepared for an unforgettable , For seasoned hikers and adventure-seekers, Seek-Pastures offers a thrilling experience. However, be prepared for rugged conditions and ensure you have a clear understanding of the agency's emergency response plan. I personally rate them 3 out of 5",20,25,25
178,3,147,287,"Ember & Oak: Where Nature Meets Flavor
Imagine a culinary experience that combines the finest, locally sourced meats with the rustic charm of a natural setting. Ember & Oak is a steakhouse and winery concept that brings people together to savor the art of grilling in an immersive, outdoor environment.Our vision is to create a unique blend of farm-to-table cuisine, expertly crafted cocktails, and an atmosphere that celebrates the great outdoors. With a focus on sustainability and community engagement, Ember & Oak will become a beloved gathering place for foodies and nature lovers alike.
Investment Ask: $10,000 to launch our flagship location, develop our menu, and implement innovative marketing strategies.
Return on Investment: We anticipate strong revenue growth, with projected annual sales of $1.2 million. With your investment, we'll drive customer acquisition, expand our offerings, and establish Ember & Oak as a leader in the culinary scene.",28,25,38
178,5,157,354,"wow In my first year as an insurance broker, I encountered a pivotal moment that tested my skills and integrity. During an impending audit, I discovered a compliance mistake that had gone unnoticed, which could have led to severe consequences, includig fines and license revocation.As a newbie, I felt a mix of emotions  anxiety about the potential repercussions and a sense of responsibility to rectify the situation. I worked diligently to analyze the issue, identify the root cause, and develop a solution. With time running out, I presented my findings to my superiors, providing a clear plan to mitigate the risk.The outcome was a huge relief - we avoided any penalties, and my proactive approach earned the trust of my tem. This experience taught me the importance of attention to detail, swift action, and effective communication in high-pressure situations. It was a defining moment in my career, showcasing my ability to think critically and lead under stress",20,25,20
179,1,84,360,"Last mot I visited a paly ground. I have not been to a play ground in a long while. I was having a boring day and decided to step out and probably try something different then te idea of playground occured to me and I decided to go there. I found some parents seated and their kids swinging, I decided to join the parents. I got talking with one of them, she said she was a single mother and currently trying to start a",16,15,15
179,2,73,360,I recently tried a new restaurant in my area named chillis. It is owned by a local farmer who ensures that every ingredient or food is well crafted naturally and clean for consumption. Walking into the restaurant felt like waling into a safe place. Their customer services were top notch. the waiter that attended to me was quite friendly and even asked if I needed to take pictures I will show my friends,18,15,15
179,3,79,360,"My dream business is to open a Cafe, in this cafe coffee will be sold for free. This cafe will deliver delicious and locally sourced food and beverages but in their natural form and not affecting the eco system. with the $10,000 investment I ill create one of a kind space that fosters both individual and community growth, a vibrant space full of colors, supporting the growth of local farmers and causing individuals to aspire for a cleaner fut",28,32,28
179,5,101,360,"The significant challenge I have face is being rushed to complete a task. as much as tasks require high quality to results, they also need time to be completed in other to be accurate. My schedule was tight and the deadlines of most tasks were close by, there were a lot on my table and lots of demands, they should have gotten more hands to help with some of the tasks in other to get better results that are not compromised nor inconsistent. I had no time of mine and my personal life was greatly affected brcause I was working and",12,15,12
180,1,46,360,"Last month was a eventful month of activity, one of the days on that month, I met my friends to spend time together at a forest/park with my friends. At our picnic, set with the backdrop of nature's natural beauty, and challenges. by a swarm of",15,12,15
180,2,134,267,"When I was having dinner for my birthday last year, I was sick at that time since I contracted a sickness from my sister. Fortunately I went to the doctor 2 weeks before, and was only experiencing the final stages of the sickness. The thing is though, I was still sick so when I was in that restaurant, I couldn't consume any food that might affect me; and that included the whine gravy that the order I took contained. So technically, the meat I was eating wasn't that good; since the gravy for it I didn't use. All in all, my family members enjoyed it ""and I enjoyed it since they enjoyed it"" but it wasn't worth it for it price; being 500$. Good for a special occasion, bad to go at it again.",20,15,15
180,3,45,360,"Imagine a kitchen tool that you can use to cut butter, but can retract and act as a storage device for that cut of butter? Imagine a device that slices perfect portions of butter, yet stores them and retracts? Our innovative design combines convenience with",28,25,35
